text_pair_id,original_text_id,adequacy,fluency,simplicity,model_id,original,simplified
1303,187,,,,M1,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant"
1304,187,,,,M2,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten meetings held between 23 April 1998 and 27 February 2001 , one was held due to the presence of both parties and one was dismissed due to the presence of the other"
1305,187,,,,M3,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten meetings held between 23 April 1998 and 27 February 2001 , one was adjourned due to the absence of both parties and one was adjourned due to the absence of the other"
1306,187,,,,M4,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the 10 times the case was put off, one time it was put off because both sides were not there, and one time it was put off because the parties were not there."
1307,187,,,,M5,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant"
1308,187,,,,M6,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten years held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the police"
1309,187,,,,M7,"Of the ten hearings held between 23 April 1998 and 27 February 2001, one was adjourned due to the absence of both parties and one was adjourned due to the absence of the applicant","Of the ten. Years held between 23 April 1998 27 February 2001, one was adjourned due to the absence of both parties one was adjourned due to the absence of the police."
1310,188,,,,M1,"The applicant, who considers himself a member of the Muslim Turkish minority of Thrace, is a graduate of the Special Academy for Teachers of Thessaloniki. He used to work as a teacher in the minority schools of Thrace. His conditions of employment were not different from those of other civil servants.","The applicant, who considers himself a member of the Muslim Turkish minority of Thrace, is a graduate of the Special Academy for Teachers of Thessaloniki. He used to work as a teacher in the minority schools of Thrace. His conditions of employment were not different from those of other civil servants."
1311,188,,,,M2,"The applicant, who considers himself a member of the Muslim Turkish minority of Thrace, is a graduate of the Special Academy for Teachers of Thessaloniki. He used to work as a teacher in the minority schools of Thrace. His conditions of employment were not different from those of other civil servants.","The man , who is himself a member of the Muslim Turkish community of Thrace , is a student of the Special Academy for Teachers of Thessaloniki . He used to work as a teacher in the public schools of Thrace . His places of work were not different from those of other civil authorities ."
1312,188,,,,M3,"The applicant, who considers himself a member of the Muslim Turkish minority of Thrace, is a graduate of the Special Academy for Teachers of Thessaloniki. He used to work as a teacher in the minority schools of Thrace. His conditions of employment were not different from those of other civil servants.","The man , who considers himself a member of the Muslim Turkish minority of Thrace , is a graduate of the Special Academy for Teachers of Thessaloniki . He used to work as a teacher in the minority schools of Thrace . His conditions of employment were not different from those of other civil servants ."
